name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,Sugar_1,Sugar_2,Blood_1,Blood_2,Gene.description
AAEL027068,422.8,5.5,840,0.006,-7.3,9.3,8.89293676047654e-230,0,0,0,8,3,897,783,
AAEL009642,510.8,44.5,977,0.046,-4.5,9.6,1.92419935978398e-228,0,0,0,51,38,971,983,cathepsin b
AAEL015136,550.2,43.5,1057,0.041,-4.6,9.7,4.4264534274011e-213,0,0,0,44,43,1110,1004,Niemann-Pick Type C-2, putative
AAEL013703,731,1357,105,12.9,3.7,10.2,3.58888355113808e-208,0,0,0,1383,1331,113,97,trypsin
AAEL008769,511,46.5,975.5,0.048,-4.4,9.6,3.75067131120302e-199,0,0,0,46,47,928,1023,serine-type enodpeptidase,
AAEL019470,235.5,0,471,0,-11.9,8.5,6.21257138532529e-194,0,0,0,0,0,475,467,
AAEL007601,226.8,0.5,453,0.001,-9.4,8.4,1.25378958345464e-185,0,0,0,1,0,465,441,trypsin
AAEL022453,362.8,1.5,724,0.002,-8.8,9.1,2.33549947703406e-184,0,0,0,0,3,800,648,
AAEL000859,339.8,27,652.5,0.042,-4.6,9,1.28120665677713e-175,0,0,0,28,26,680,625,
AAEL010435,186,1,371,0.002,-8.7,8.1,5.69772114920016e-162,0,0,0,1,1,366,376,
AAEL013611,257,22,492,0.046,-4.5,8.6,1.70185846879763e-155,0,0,0,20,24,492,492,AMP dependent ligase
AAEL014600,351.5,48,655,0.074,-3.8,9,4.47254740876784e-147,0,0,0,46,50,683,627,4-hydroxyphenylpyruvate dioxygenase
AAEL006381,260.5,27.5,493.5,0.055,-4.2,8.6,6.43624959339052e-146,0,0,0,28,27,503,484,sphingomyelin phosphodiesterase
AAEL001319,174.8,345.5,4,79.766,6.3,8.2,2.3676587507873e-133,0,0,0,339,352,2,6,
AAEL007555,704.5,142,1267,0.112,-3.2,10.1,1.11251652970489e-129,0,0,0,145,139,1177,1357,acyl-coa dehydrogenase
AAEL007097,754.2,247,1261.5,0.196,-2.3,10.2,1.05339676211852e-128,0,0,0,244,250,1244,1279,4-nitrophenylphosphatase [Source:UniProtKB/TrEMBL;Acc:Q0IF18]
AAEL001082,478,859,97,8.843,3.1,9.6,1.95125481006152e-119,0,0,0,879,839,82,112,
AAEL007812,130,1,259,0.005,-7.5,7.6,2.38887014162211e-119,0,0,0,1,1,247,271,cytochrome P450
AAEL013885,1414,2267.5,560.5,4.044,2,11.1,4.07796263273037e-119,0,0,0,2221,2314,577,544,
AAEL012827,1131.8,439,1824.5,0.241,-2.1,10.8,5.16717565929492e-118,0,0,0,452,426,1844,1805,endoplasmin
AAEL001703,5124,9346,902,10.364,3.4,13,7.0475989931486e-112,0,0,0,9914,8778,785,1019,juvenile hormone-regulated chymotrypsin-like serine protease
AAEL001100,154.5,11.5,297.5,0.039,-4.7,7.8,6.24485742132762e-110,0,0,0,12,11,309,286,phosphoserine phosphatase
AAEL012578,388.8,76,701.5,0.109,-3.2,9.2,6.70215607071465e-109,0,0,0,73,79,751,652,Phosphoserine aminotransferase [Source:UniProtKB/TrEMBL;Acc:Q1HRL1]
AAEL008079,899.5,1470.5,328.5,4.473,2.2,10.5,5.39105968199018e-107,0,0,0,1479,1462,346,311,trypsin-alpha, putative
AAEL026304,397.8,728,67.5,10.818,3.4,9.3,1.2841984788049e-105,0,0,0,779,677,77,58,
AAEL006483,222,420.5,23.5,17.615,4.1,8.5,5.07077658160149e-101,0,0,0,454,387,26,21,
AAEL000442,946.8,356,1537.5,0.232,-2.1,10.5,1.14110806845564e-100,0,0,0,335,377,1518,1557,protein oskar
AAEL004335,147.2,11,283.5,0.04,-4.7,7.8,8.07513180899322e-100,0,0,0,13,9,302,265,secreted ferritin G subunit precursor, putative
AAEL006542,175.5,24,327,0.073,-3.8,8,8.582198522402e-98,0,0,0,27,21,315,339,retinoid-inducible serine carboxypeptidase (serine carboxypeptidase
AAEL006834,143.8,276,11.5,23.605,4.6,7.9,3.07001313621676e-96,0,0,0,272,280,12,11,glutamate semialdehyde dehydrogenase
AAEL002827,2576.5,3830.5,1322.5,2.897,1.5,12,9.59209429090444e-93,0,0,0,3796,3865,1352,1293,ATP synthase beta subunit
AAEL001005,1421.5,526,2317,0.227,-2.1,11.1,1.24093950437628e-90,0,0,0,543,509,2176,2458,calreticulin
AAEL009330,184.2,340.5,28,12.146,3.6,8.3,3.8981294294475e-90,0,0,0,336,345,35,21,carbonic anhydrase II, putative
AAEL002269,186.2,35,337.5,0.104,-3.3,8.1,6.82791615842855e-90,0,0,0,33,37,342,333,purine nucleoside phosphorylase
AAEL009165,91.5,0,183,0.001,-10.5,7.1,9.41222091683573e-90,0,0,0,0,0,175,191,
AAEL001951,135,259,11,23.162,4.5,7.8,3.0812384439045e-89,0,0,0,249,269,12,10,actin
AAEL000500,211.2,15.5,407,0.039,-4.7,8.3,3.71592054884457e-88,0,0,0,18,13,347,467,
AAEL005961,1467.5,2504.5,430.5,5.814,2.5,11.2,1.11702862415741e-84,0,0,0,2334,2675,469,392,actin
AAEL026843,464,781,147,5.316,2.4,9.6,3.18330761478752e-83,0,0,0,793,769,130,164,
AAEL010787,1112.8,1682.5,543,3.098,1.6,10.8,4.05880383249364e-83,0,0,0,1654,1711,539,547,DEAD box ATP-dependent RNA helicase
AAEL022646,89.2,177.5,1,171.22,7.4,7.3,3.0998899683393e-82,0,0,0,178,177,1,1,Larval chymotrypsin-like protein [Source:UniProtKB/TrEMBL;Acc:Q8T639]
AAEL013637,131,17.5,244.5,0.073,-3.8,7.6,1.13032849585415e-81,0,0,0,18,17,242,247,homogentisate 1,2-dioxygenase
AAEL009487,180,326,34,9.499,3.2,8.2,4.6750822097614e-79,0,0,0,339,313,36,32,F-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FMM4]
AAEL017262,695.2,1191,199.5,5.954,2.6,10.1,2.35634674873997e-78,0,0,0,1138,1244,227,172,
AAEL012825,247,71.5,422.5,0.17,-2.6,8.5,6.56059970971944e-76,0,0,0,78,65,428,417,bifunctional purine biosynthesis protein
AAEL003606,437.2,97.5,777,0.126,-3,9.4,2.71612535431323e-75,0,0,0,90,105,866,688,purine biosynthesis protein 6, pur6
AAEL009843,142.8,23.5,262,0.089,-3.5,7.7,5.30904526298803e-74,0,0,0,24,23,244,280,serine-type enodpeptidase,
AAEL010884,1559,2536.5,581.5,4.357,2.1,11.3,7.93947283843994e-74,0,0,0,2397,2676,627,536,ADP,ATP carrier protein
AAEL001052,365.8,119,612.5,0.194,-2.4,9.1,4.51325194222307e-73,0,0,0,114,124,575,650,heat shock protein, putative
AAEL004523,581,213,949,0.225,-2.2,9.8,1.07017093947663e-72,0,0,0,217,209,887,1011,preprotein translocase secy subunit (sec61)
AAEL001863,1032.5,1645,420,3.918,2,10.7,4.52482754357394e-72,0,0,0,1659,1631,383,457,zinc carboxypeptidase
AAEL010032,288.8,99,478.5,0.207,-2.3,8.8,9.76518686302796e-72,0,0,0,104,94,484,473,translocon-associated protein, beta subunit precursor (trap-beta) (signal sequence receptor beta subunit)
AAEL022665,97,191.5,2.5,71.771,6.2,7.4,1.60543197918273e-71,0,0,0,215,168,3,2,
AAEL000294,101.2,193,9.5,20.346,4.3,7.4,5.87988316972336e-70,0,0,0,190,196,10,9,
AAEL002510,215.5,63,368,0.172,-2.5,8.3,3.55601503150203e-69,0,0,0,69,57,372,364,serine hydroxymethyltransferase
AAEL014843,396.5,159.5,633.5,0.252,-2,9.2,6.27857421066797e-69,0,0,0,161,158,617,650,heat shock protein
AAEL002185,224.5,383.5,65.5,5.833,2.5,8.5,1.26377140627212e-68,0,0,0,380,387,61,70,cuticle protein, putative
AAEL006070,484,773.5,194.5,3.982,2,9.6,4.29520559683655e-67,0,0,0,760,787,179,210,Phosphoglycerate mutase [Source:UniProtKB/TrEMBL;Acc:Q177P3]
AAEL011184,645,1011,279,3.619,1.9,10,4.77359982900189e-67,0,0,0,992,1030,298,260,mitochondrial phosphate carrier protein
AAEL001864,164,291,37,7.872,3,8.1,5.22101356081923e-67,0,0,0,280,302,38,36,eukaryotic translation initiation factor 4E binding protein (4EBP)
AAEL005384,215.8,64,367.5,0.175,-2.5,8.4,1.3192566807308e-66,0,0,0,71,57,377,358,phosphoribosylformylglycinamidine synthase, putative
AAEL025807,159.8,283,36.5,7.741,3,8.1,9.93018331735793e-66,0,0,0,291,275,34,39,
AAEL027166,97.8,13,182.5,0.073,-3.8,7.2,8.07667263287469e-65,0,0,0,15,11,182,183,
AAEL006823,133.8,27.5,240,0.117,-3.1,7.7,2.27970096685993e-64,0,0,0,32,23,249,231,AMP dependent ligase
AAEL005336,117.8,21.5,214,0.102,-3.3,7.5,5.72655201905963e-64,0,0,0,22,21,206,222,d-3-phosphoglycerate dehydrogenase
AAEL002572,1053.5,1571,536,2.929,1.6,10.7,1.77467534873966e-63,0,0,0,1512,1630,537,535,myosin regulatory light chain 2 (mlc-2)
AAEL026466,690.8,1169.5,212,5.511,2.5,10.1,2.27396917739077e-63,0,0,0,1185,1154,248,176,
AAEL014426,98.2,14.5,182,0.079,-3.7,7.2,1.15926468396557e-62,0,0,0,13,16,177,187,glycine dehydrogenase
AAEL013320,280,79.5,480.5,0.166,-2.6,8.7,7.04959661205975e-62,0,0,0,78,81,433,528,translocon-associated protein, delta subunit
AAEL009955,459,192,726,0.265,-1.9,9.5,5.14842761150275e-61,0,0,0,203,181,756,696,
AAEL008876,54.5,1.5,107.5,0.015,-6.1,6.3,3.68530471712147e-60,0,0,0,1,2,108,107,deoxyribonuclease I, putative
AAEL000223,136,32.5,239.5,0.136,-2.9,7.7,6.55209128200408e-60,0,0,0,38,27,244,235,alpha-glucosidase
AAEL028144,82.2,10,154.5,0.065,-3.9,6.9,3.15794511567774e-58,0,0,0,11,9,147,162,
AAEL004930,208,346.5,69.5,4.969,2.3,8.4,1.75906004097894e-57,0,0,0,351,342,67,72,carbonic anhydrase
AAEL004388,278,111,445,0.25,-2,8.7,2.07876259907413e-57,0,0,0,113,109,454,436,heme peroxidase
AAEL003742,96,14.5,177.5,0.082,-3.6,7.2,3.44961709667723e-56,0,0,0,17,12,194,161,glucosylceramidase
AAEL012783,515.8,226,805.5,0.28,-1.8,9.6,5.32364967513589e-56,0,0,0,217,235,851,760,protease m1 zinc metalloprotease
AAEL025303,48.2,0.5,96,0.009,-6.8,6.2,1.53883021107002e-55,0,0,0,0,1,88,104,
AAEL009760,162.2,278,46.5,5.962,2.6,8.1,4.7150601574085e-55,0,0,0,288,268,44,49,Niemann-Pick Type C-2, putative
AAEL013484,129,226.5,31.5,7.175,2.8,7.8,1.63155002806836e-54,0,0,0,223,230,32,31,
AAEL022570,421,670,172,3.905,2,9.4,1.84308171240075e-54,0,0,0,665,675,151,193,
AAEL003012,62.8,123.5,2,50.763,5.7,6.8,3.25755734308249e-54,0,0,0,133,114,3,1,protease m1 zinc metalloprotease
AAEL019828,72.5,138.5,6.5,21.256,4.4,7,9.239465315709e-54,0,0,0,139,138,7,6,
AAEL008289,175.5,295,56,5.279,2.4,8.2,1.17955129043402e-53,0,0,0,297,293,53,59,pupal cuticle protein 78E, putative
AAEL010097,561.5,287,836,0.344,-1.5,9.8,1.41809535253197e-53,0,0,0,294,280,818,854,
AAEL005471,368.5,119.5,617.5,0.194,-2.4,9.1,5.6221981565362e-52,0,0,0,114,125,545,690,Sec61 protein complex gamma subunit, putative
AAEL009018,174,291,57,5.078,2.3,8.2,2.39513565534987e-51,0,0,0,296,286,54,60,cytochrome P450
AAEL019408,736.2,357,1115.5,0.32,-1.6,10.2,5.79028639207819e-51,0,0,0,335,379,1164,1067,2-Cys thioredoxin peroxidase [Source:UniProtKB/TrEMBL;Acc:Q8WSF6]
AAEL026217,944.5,1379.5,509.5,2.706,1.4,10.6,5.88756269067526e-51,0,0,0,1421,1338,531,488,
AAEL015458,212,345.5,78.5,4.371,2.1,8.4,5.61939334412239e-50,0,0,0,358,333,79,78,transferrin
AAEL000080,103.2,22.5,184,0.123,-3,7.3,7.55213241910976e-50,0,0,0,22,23,198,170,phosphoenolpyruvate carboxykinase
AAEL010640,93.5,19.5,167.5,0.117,-3.1,7.1,8.40429415299372e-50,0,0,0,21,18,163,172,phosphoribosylamine-glycine ligase
AAEL000776,178,60,296,0.203,-2.3,8.1,2.03498604327522e-49,0,0,0,62,58,277,315,
AAEL001331,111,25.5,196.5,0.133,-2.9,7.4,1.12773400663458e-48,0,0,0,29,22,214,179,mannose-1-phosphate guanyltransferase
AAEL016984,2724.2,3777.5,1671,2.26,1.2,12.1,1.51485399951579e-48,0,0,0,3761,3794,1734,1608,Glyceraldehyde-3-phosphate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:J9HYM2]
AAEL018102,82.2,155,9.5,15.913,4,7.1,4.57324005612621e-48,0,0,0,175,135,8,11,
AAEL003259,172.8,287,58.5,4.894,2.3,8.2,4.75222149991531e-48,0,0,0,275,299,57,60,pupal cuticle protein 78E, putative
AAEL000551,350.2,159,541.5,0.293,-1.8,9.1,5.54520893145995e-48,0,0,0,155,163,570,513,
AAEL011129,99.2,177,21.5,8.259,3,7.4,1.22089553468343e-45,0,0,0,163,191,22,21,alcohol dehydrogenase
AAEL025608,53.2,103,3.5,29.75,4.9,6.5,2.9883583282761e-45,0,0,0,101,105,4,3,Putative cuticle protein [Source:UniProtKB/TrEMBL;Acc:A0A0P6IXJ4]
AAEL007030,116.8,35.5,198,0.18,-2.5,7.5,1.6937218226558e-44,0,0,0,35,36,198,198,ceramidase
AAEL011905,121.5,207.5,35.5,5.777,2.5,7.7,2.14142225727679e-44,0,0,0,209,206,37,34,myosin i
AAEL017536,129.8,222,37.5,5.946,2.6,7.8,6.03610025417353e-44,0,0,0,239,205,38,37,holotricin  glycine rich repeat protein (GRRP)  anti-microbial peptide
AAEL021735,72.2,0.5,144,0.006,-7.4,6.8,4.51853138309812e-43,0,0,0,0,1,192,96,
AAEL026038,312,143,481,0.297,-1.8,8.9,4.91451602271504e-43,0,0,0,134,152,505,457,
AAEL021930,61.2,115,7.5,15.031,3.9,6.7,7.24915663454812e-43,0,0,0,114,116,5,10,
AAEL011584,409.5,215,604,0.356,-1.5,9.3,1.38846237713418e-42,0,0,0,214,216,623,585,chaperonin-60kD, ch60
AAEL027575,145.2,48,242.5,0.197,-2.3,7.8,3.19333362624676e-42,0,0,0,37,59,233,252,
AAEL011130,39.8,78.5,1,72.539,6.2,6.1,5.6246986678304e-42,0,0,0,84,73,1,1,alcohol dehydrogenase
AAEL003434,143.5,236.5,50.5,4.661,2.2,7.9,8.11838087617584e-42,0,0,0,232,241,51,50,alpha-amylase
AAEL027199,161.8,60,263.5,0.229,-2.1,7.9,1.62957408137875e-41,0,0,0,58,62,247,280,
AAEL019708,49.5,3.5,95.5,0.04,-4.6,6.2,2.89259705401946e-41,0,0,0,4,3,79,112,
AAEL023634,49.5,96,3,28.355,4.8,6.4,4.60894076556775e-41,0,0,0,104,88,0,6,
AAEL013989,144,42.5,245.5,0.175,-2.5,7.8,1.66929834261291e-40,0,0,0,38,47,215,276,protein translocation complex beta subunit, putative
AAEL013774,152,248,56,4.431,2.1,8,3.36327252655343e-40,0,0,0,238,258,53,59,
AAEL010716,194,84.5,303.5,0.278,-1.8,8.2,3.77753588188986e-40,0,0,0,89,80,305,302,preprotein translocase secy subunit (sec61)
AAEL003318,51.8,7.5,96,0.077,-3.7,6.3,4.2087804949402e-40,0,0,0,7,8,100,92,oligopeptide transporter
AAEL012974,136.8,46.5,227,0.206,-2.3,7.7,8.89791018450572e-40,0,0,0,46,47,207,247,Glycine cleavage system H protein [Source:UniProtKB/TrEMBL;Acc:Q0IE94]
AAEL000641,1018.5,479.5,1557.5,0.308,-1.7,10.6,1.06990180539427e-39,0,0,0,500,459,1402,1713,protein disulfide isomerase
AAEL001837,78.2,139.5,17,8.232,3,7.1,1.22427587200166e-39,0,0,0,132,147,18,16,Lipase [Source:UniProtKB/TrEMBL;Acc:A0A1S4EZX5]
AAEL014412,44,4.5,83.5,0.058,-4.1,6.1,2.17574985977857e-39,0,0,0,5,4,87,80,cytochrome P450
AAEL000335,236.8,100,373.5,0.268,-1.9,8.5,2.22607405929553e-39,0,0,0,114,86,359,388,lamin
AAEL009859,385.5,565.5,205.5,2.751,1.5,9.3,2.51553356647244e-39,0,0,0,580,551,203,208,nucleolar GTP-binding protein
AAEL005270,190.8,301,80.5,3.753,1.9,8.3,3.70482769153333e-39,0,0,0,291,311,77,84,
AAEL012960,186.8,81.5,292,0.281,-1.8,8.2,1.38168277665159e-38,0,0,0,77,86,288,296,importin alpha
AAEL001432,594.2,356,832.5,0.428,-1.2,9.8,1.59076242435916e-38,0,0,0,353,359,823,842,protein disulfide isomerase
AAEL010975,269,404.5,133.5,3.029,1.6,8.8,5.09601185948085e-38,0,0,0,400,409,135,132,paramyosin, long form
AAEL003125,120.5,43,198,0.217,-2.2,7.5,7.23566690173686e-38,0,0,0,46,40,194,202,acyl-coa dehydrogenase
AAEL017334,320.5,163,478,0.341,-1.6,8.9,9.08820309856223e-38,0,0,0,152,174,490,466,
AAEL010180,101.5,174.5,28.5,6.194,2.6,7.4,1.77113581848701e-37,0,0,0,190,159,25,32,
AAEL011381,1329,1772,886,1.999,1,11,3.88429883381833e-37,0,0,0,1763,1781,900,872,NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2)
AAEL005768,185,288.5,81.5,3.537,1.8,8.2,5.01459751367892e-37,0,0,0,287,290,80,83,
AAEL000746,279.2,131,427.5,0.306,-1.7,8.7,6.78192987115981e-37,0,0,0,122,140,455,400,NADP-specific isocitrate dehydrogenase
AAEL023559,69.8,16,123.5,0.134,-2.9,6.7,1.17541962657564e-36,0,0,0,16,16,119,128,
AAEL027311,35,69,1,55.773,5.8,6,1.74320495394724e-36,0,0,0,70,68,2,0,
AAEL014734,106.5,36,177,0.205,-2.3,7.3,1.85998281814365e-36,0,0,0,39,33,181,173,
AAEL017098,495.5,278,713,0.39,-1.4,9.6,3.55452434665331e-36,0,0,0,291,265,738,688,
AAEL005170,814,1130,498,2.269,1.2,10.3,3.85559132714211e-36,0,0,0,1088,1172,495,501,cytochrome c oxidase subunit iv
AAEL022982,81,142.5,19.5,7.376,2.9,7.1,1.01556149053323e-35,0,0,0,128,157,22,17,
AAEL014893,64,115,13,8.95,3.2,6.8,1.66093443477633e-35,0,0,0,114,116,14,12,cytochrome P450
AAEL009669,48.5,6.5,90.5,0.075,-3.7,6.2,2.80643974363612e-35,0,0,0,6,7,77,104,
AAEL010276,89.8,28,151.5,0.185,-2.4,7.1,4.00312493779779e-35,0,0,0,30,26,149,154,aminomethyltransferase
AAEL010782,873.8,554,1193.5,0.464,-1.1,10.4,5.9698148704012e-35,0,0,0,551,557,1155,1232,carboxypeptidase
AAEL004390,589.2,326.5,852,0.383,-1.4,9.8,7.84730370314557e-35,0,0,0,328,325,909,795,heme peroxidase
AAEL017302,82.5,143.5,21.5,6.644,2.7,7.1,1.22759753123596e-34,0,0,0,154,133,18,25,
AAEL026023,38.8,4.5,73,0.06,-4.1,5.9,1.62389542159002e-34,0,0,0,5,4,67,79,
AAEL002701,56.2,11.5,101,0.115,-3.1,6.4,5.50225787355157e-34,0,0,0,14,9,100,102,mannosyltransferase
AAEL024914,184.5,87,282,0.31,-1.7,8.1,7.10585387426981e-34,0,0,0,88,86,276,288,Putative synaptic vesicle transporter svop [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYS1]
AAEL008785,262.5,405.5,119.5,3.393,1.8,8.7,7.60481947101208e-34,0,0,0,417,394,100,139,
AAEL001666,102.5,36,169,0.213,-2.2,7.3,1.12551966776583e-33,0,0,0,36,36,159,179,
AAEL024267,134.2,55,213.5,0.259,-1.9,7.7,1.44907735869057e-33,0,0,0,54,56,222,205,
AAEL003404,147.5,62,233,0.267,-1.9,7.8,3.34172359259643e-33,0,0,0,62,62,218,248,
AAEL006634,140,58.5,221.5,0.264,-1.9,7.7,3.45857544120867e-33,0,0,0,57,60,210,233,acetyl-coa acetyltransferase, mitochondrial (acetoacetyl-coa thiolase)
AAEL010479,119.2,193,45.5,4.254,2.1,7.6,5.07618263622309e-33,0,0,0,191,195,41,50,sugar transporter
AAEL023188,182.5,87,278,0.312,-1.7,8.1,6.22042109052453e-33,0,0,0,83,91,274,282,
AAEL011871,562,775.5,348.5,2.225,1.2,9.8,2.37246678210431e-32,0,0,0,780,771,358,339,cytochrome C1
AAEL021440,114.2,188.5,40,4.673,2.2,7.6,4.54757731256361e-32,0,0,0,176,201,32,48,
AAEL007653,44.2,82,6.5,13.324,3.7,6.3,5.39564214179214e-32,0,0,0,89,75,8,5,allantoinase
AAEL008844,1305.5,1912,699,2.736,1.5,11,1.56473548322168e-31,0,0,0,1947,1877,619,779,calcium-binding protein, putative
AAEL008096,85,28,142,0.196,-2.4,7,1.83122645051771e-31,0,0,0,30,26,149,135,mitochondrial ornithine transporter
AAEL010338,127.5,52.5,202.5,0.26,-1.9,7.6,5.35617966773919e-31,0,0,0,58,47,191,214,
AAEL008848,650.8,924.5,377,2.449,1.3,10,5.79087072665742e-31,0,0,0,892,957,405,349,ATP synthase gamma subunit
AAEL006576,45.5,83,8,10.835,3.4,6.3,6.64018118600532e-31,0,0,0,84,82,8,8,clip-domain serine protease, putative
AAEL012778,86.2,145,27.5,5.175,2.4,7.2,6.722654769154e-31,0,0,0,140,150,33,22,protease m1 zinc metalloprotease
AAEL000797,36.2,4.5,68,0.07,-3.8,5.8,1.0621893066145e-30,0,0,0,7,2,61,75,dimethylaniline monooxygenase
AAEL001134,349.8,197.5,502,0.393,-1.3,9.1,3.39899819999901e-30,0,0,0,193,202,528,476,Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial Precursor (Malonate-semialdehyde dehydrogenase [acylating])(MMSDH)(EC 1.2.1.27)(EC 1.2.1.18)
AAEL009766,96.5,36,157,0.228,-2.1,7.2,4.10207287805336e-30,0,0,0,39,33,166,148,lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase
AAEL010754,2270,2898.5,1641.5,1.765,0.8,11.8,4.34013323721463e-30,0,0,0,2908,2889,1667,1616,Mitochondrial ATP synthase F chain [Source:UniProtKB/TrEMBL;Acc:Q1HRJ7]
AAEL004988,280.8,404.5,157,2.573,1.4,8.8,5.33069096135031e-30,0,0,0,404,405,156,158,Phosphoglycerate kinase [Source:UniProtKB/TrEMBL;Acc:Q8WQL0]
AAEL012207,346.2,492,200.5,2.449,1.3,9.1,6.24353858231932e-30,0,0,0,484,500,193,208,myosin light chain 1,
AAEL003581,93.5,31,156,0.201,-2.3,7.2,8.32924888128339e-30,0,0,0,27,35,175,137,amidophosphoribosyltransferase
AAEL009899,381.5,538,225,2.391,1.3,9.3,1.16484841546435e-29,0,0,0,521,555,227,223,
AAEL013904,241.5,115.5,367.5,0.314,-1.7,8.5,2.4017796817657e-29,0,0,0,104,127,399,336,3-hydroxyisobutyrate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q16HU0]
AAEL012950,241.5,355,128,2.778,1.5,8.6,4.36242863986018e-29,0,0,0,371,339,131,125,NADH-ubiquinone oxidoreductase 42 kda subunit
AAEL021056,46.2,83.5,9,9.34,3.2,6.3,4.78186113523927e-29,0,0,0,85,82,10,8,
AAEL008871,230.5,341.5,119.5,2.858,1.5,8.6,5.52874102271538e-29,0,0,0,325,358,125,114,succinate dehydrogenase
AAEL008887,607.8,852,363.5,2.343,1.2,9.9,9.683978436288e-29,0,0,0,821,883,339,388,cytochrome c oxidase,-subunit VIb
AAEL012175,2352.2,3272,1432.5,2.284,1.2,11.9,1.29910783530152e-28,0,0,0,3126,3418,1532,1333,ATP synthase alpha subunit mitochondrial
AAEL010145,144.2,222,66.5,3.339,1.7,7.9,1.34385431185475e-28,0,0,0,227,217,64,69,sodium/potassium-dependent ATPase beta-2 subunit
AAEL002565,178.8,269.5,88,3.054,1.6,8.2,1.59834501551101e-28,0,0,0,268,271,97,79,titin
AAEL004278,46.8,84,9.5,8.854,3.1,6.3,1.69215137594739e-28,0,0,0,81,87,10,9,
AAEL017402,40.5,77,4,17.222,4.1,6.2,1.92662082567102e-28,0,0,0,92,62,2,6,
AAEL028105,193.8,84.5,303,0.279,-1.8,8.2,2.0575308859134e-28,0,0,0,87,82,264,342,
AAEL024228,593,826.5,359.5,2.298,1.2,9.9,3.17219963280108e-28,0,0,0,813,840,387,332,
AAEL007441,149,69.5,228.5,0.306,-1.7,7.8,3.33846493691173e-28,0,0,0,69,70,214,243,translocon-associated protein, gamma subunit
AAEL008963,84.5,30.5,138.5,0.218,-2.2,7,3.52314909449172e-28,0,0,0,27,34,146,131,tyrosine aminotransferase
AAEL001928,297.2,449.5,145,3.105,1.6,8.9,3.66136189537195e-28,0,0,0,402,497,149,141,Actin-1 [Source:UniProtKB/Swiss-Prot;Acc:P49128]
