name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,logCPM,PValue,PAdj,FDR,falsePos,Sugar_1,Sugar_2,Blood_1,Blood_2,Gene.description
AAEL017262,695.2,1191,199.5,5.954,2.6,10.1,2.35634674873997e-78,0,0,0,1138,1244,227,172,
AAEL010884,1559,2536.5,581.5,4.357,2.1,11.3,7.93947283843994e-74,0,0,0,2397,2676,627,536,ADP,ATP carrier protein
AAEL001863,1032.5,1645,420,3.918,2,10.7,4.52482754357394e-72,0,0,0,1659,1631,383,457,zinc carboxypeptidase
AAEL022665,97,191.5,2.5,71.771,6.2,7.4,1.60543197918273e-71,0,0,0,215,168,3,2,
AAEL000294,101.2,193,9.5,20.346,4.3,7.4,5.87988316972336e-70,0,0,0,190,196,10,9,
AAEL002185,224.5,383.5,65.5,5.833,2.5,8.5,1.26377140627212e-68,0,0,0,380,387,61,70,cuticle protein, putative
AAEL006070,484,773.5,194.5,3.982,2,9.6,4.29520559683655e-67,0,0,0,760,787,179,210,Phosphoglycerate mutase [Source:UniProtKB/TrEMBL;Acc:Q177P3]
AAEL011184,645,1011,279,3.619,1.9,10,4.77359982900189e-67,0,0,0,992,1030,298,260,mitochondrial phosphate carrier protein
AAEL001864,164,291,37,7.872,3,8.1,5.22101356081923e-67,0,0,0,280,302,38,36,eukaryotic translation initiation factor 4E binding protein (4EBP)
AAEL025807,159.8,283,36.5,7.741,3,8.1,9.93018331735793e-66,0,0,0,291,275,34,39,
AAEL002572,1053.5,1571,536,2.929,1.6,10.7,1.77467534873966e-63,0,0,0,1512,1630,537,535,myosin regulatory light chain 2 (mlc-2)
AAEL026466,690.8,1169.5,212,5.511,2.5,10.1,2.27396917739077e-63,0,0,0,1185,1154,248,176,
AAEL004930,208,346.5,69.5,4.969,2.3,8.4,1.75906004097894e-57,0,0,0,351,342,67,72,carbonic anhydrase
AAEL009760,162.2,278,46.5,5.962,2.6,8.1,4.7150601574085e-55,0,0,0,288,268,44,49,Niemann-Pick Type C-2, putative
AAEL013484,129,226.5,31.5,7.175,2.8,7.8,1.63155002806836e-54,0,0,0,223,230,32,31,
AAEL022570,421,670,172,3.905,2,9.4,1.84308171240075e-54,0,0,0,665,675,151,193,
AAEL003012,62.8,123.5,2,50.763,5.7,6.8,3.25755734308249e-54,0,0,0,133,114,3,1,protease m1 zinc metalloprotease
AAEL019828,72.5,138.5,6.5,21.256,4.4,7,9.239465315709e-54,0,0,0,139,138,7,6,
AAEL008289,175.5,295,56,5.279,2.4,8.2,1.17955129043402e-53,0,0,0,297,293,53,59,pupal cuticle protein 78E, putative
AAEL009018,174,291,57,5.078,2.3,8.2,2.39513565534987e-51,0,0,0,296,286,54,60,cytochrome P450
AAEL026217,944.5,1379.5,509.5,2.706,1.4,10.6,5.88756269067526e-51,0,0,0,1421,1338,531,488,
AAEL015458,212,345.5,78.5,4.371,2.1,8.4,5.61939334412239e-50,0,0,0,358,333,79,78,transferrin
AAEL016984,2724.2,3777.5,1671,2.26,1.2,12.1,1.51485399951579e-48,0,0,0,3761,3794,1734,1608,Glyceraldehyde-3-phosphate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:J9HYM2]
AAEL018102,82.2,155,9.5,15.913,4,7.1,4.57324005612621e-48,0,0,0,175,135,8,11,
AAEL003259,172.8,287,58.5,4.894,2.3,8.2,4.75222149991531e-48,0,0,0,275,299,57,60,pupal cuticle protein 78E, putative
AAEL011129,99.2,177,21.5,8.259,3,7.4,1.22089553468343e-45,0,0,0,163,191,22,21,alcohol dehydrogenase
AAEL025608,53.2,103,3.5,29.75,4.9,6.5,2.9883583282761e-45,0,0,0,101,105,4,3,Putative cuticle protein [Source:UniProtKB/TrEMBL;Acc:A0A0P6IXJ4]
AAEL011905,121.5,207.5,35.5,5.777,2.5,7.7,2.14142225727679e-44,0,0,0,209,206,37,34,myosin i
AAEL017536,129.8,222,37.5,5.946,2.6,7.8,6.03610025417353e-44,0,0,0,239,205,38,37,holotricin  glycine rich repeat protein (GRRP)  anti-microbial peptide
AAEL021930,61.2,115,7.5,15.031,3.9,6.7,7.24915663454812e-43,0,0,0,114,116,5,10,
AAEL011130,39.8,78.5,1,72.539,6.2,6.1,5.6246986678304e-42,0,0,0,84,73,1,1,alcohol dehydrogenase
AAEL003434,143.5,236.5,50.5,4.661,2.2,7.9,8.11838087617584e-42,0,0,0,232,241,51,50,alpha-amylase
AAEL023634,49.5,96,3,28.355,4.8,6.4,4.60894076556775e-41,0,0,0,104,88,0,6,
AAEL013774,152,248,56,4.431,2.1,8,3.36327252655343e-40,0,0,0,238,258,53,59,
AAEL001837,78.2,139.5,17,8.232,3,7.1,1.22427587200166e-39,0,0,0,132,147,18,16,Lipase [Source:UniProtKB/TrEMBL;Acc:A0A1S4EZX5]
AAEL009859,385.5,565.5,205.5,2.751,1.5,9.3,2.51553356647244e-39,0,0,0,580,551,203,208,nucleolar GTP-binding protein
AAEL005270,190.8,301,80.5,3.753,1.9,8.3,3.70482769153333e-39,0,0,0,291,311,77,84,
AAEL010975,269,404.5,133.5,3.029,1.6,8.8,5.09601185948085e-38,0,0,0,400,409,135,132,paramyosin, long form
AAEL010180,101.5,174.5,28.5,6.194,2.6,7.4,1.77113581848701e-37,0,0,0,190,159,25,32,
AAEL011381,1329,1772,886,1.999,1,11,3.88429883381833e-37,0,0,0,1763,1781,900,872,NADH-ubiquinone oxidoreductase fe-s protein 2 (ndufs2)
AAEL005768,185,288.5,81.5,3.537,1.8,8.2,5.01459751367892e-37,0,0,0,287,290,80,83,
AAEL027311,35,69,1,55.773,5.8,6,1.74320495394724e-36,0,0,0,70,68,2,0,
AAEL005170,814,1130,498,2.269,1.2,10.3,3.85559132714211e-36,0,0,0,1088,1172,495,501,cytochrome c oxidase subunit iv
AAEL022982,81,142.5,19.5,7.376,2.9,7.1,1.01556149053323e-35,0,0,0,128,157,22,17,
AAEL014893,64,115,13,8.95,3.2,6.8,1.66093443477633e-35,0,0,0,114,116,14,12,cytochrome P450
AAEL017302,82.5,143.5,21.5,6.644,2.7,7.1,1.22759753123596e-34,0,0,0,154,133,18,25,
AAEL008785,262.5,405.5,119.5,3.393,1.8,8.7,7.60481947101208e-34,0,0,0,417,394,100,139,
AAEL010479,119.2,193,45.5,4.254,2.1,7.6,5.07618263622309e-33,0,0,0,191,195,41,50,sugar transporter
AAEL011871,562,775.5,348.5,2.225,1.2,9.8,2.37246678210431e-32,0,0,0,780,771,358,339,cytochrome C1
AAEL021440,114.2,188.5,40,4.673,2.2,7.6,4.54757731256361e-32,0,0,0,176,201,32,48,
AAEL007653,44.2,82,6.5,13.324,3.7,6.3,5.39564214179214e-32,0,0,0,89,75,8,5,allantoinase
AAEL008844,1305.5,1912,699,2.736,1.5,11,1.56473548322168e-31,0,0,0,1947,1877,619,779,calcium-binding protein, putative
AAEL008848,650.8,924.5,377,2.449,1.3,10,5.79087072665742e-31,0,0,0,892,957,405,349,ATP synthase gamma subunit
AAEL006576,45.5,83,8,10.835,3.4,6.3,6.64018118600532e-31,0,0,0,84,82,8,8,clip-domain serine protease, putative
AAEL012778,86.2,145,27.5,5.175,2.4,7.2,6.722654769154e-31,0,0,0,140,150,33,22,protease m1 zinc metalloprotease
AAEL010754,2270,2898.5,1641.5,1.765,0.8,11.8,4.34013323721463e-30,0,0,0,2908,2889,1667,1616,Mitochondrial ATP synthase F chain [Source:UniProtKB/TrEMBL;Acc:Q1HRJ7]
AAEL004988,280.8,404.5,157,2.573,1.4,8.8,5.33069096135031e-30,0,0,0,404,405,156,158,Phosphoglycerate kinase [Source:UniProtKB/TrEMBL;Acc:Q8WQL0]
AAEL012207,346.2,492,200.5,2.449,1.3,9.1,6.24353858231932e-30,0,0,0,484,500,193,208,myosin light chain 1,
AAEL009899,381.5,538,225,2.391,1.3,9.3,1.16484841546435e-29,0,0,0,521,555,227,223,
AAEL012950,241.5,355,128,2.778,1.5,8.6,4.36242863986018e-29,0,0,0,371,339,131,125,NADH-ubiquinone oxidoreductase 42 kda subunit
AAEL021056,46.2,83.5,9,9.34,3.2,6.3,4.78186113523927e-29,0,0,0,85,82,10,8,
AAEL008871,230.5,341.5,119.5,2.858,1.5,8.6,5.52874102271538e-29,0,0,0,325,358,125,114,succinate dehydrogenase
AAEL008887,607.8,852,363.5,2.343,1.2,9.9,9.683978436288e-29,0,0,0,821,883,339,388,cytochrome c oxidase,-subunit VIb
AAEL012175,2352.2,3272,1432.5,2.284,1.2,11.9,1.29910783530152e-28,0,0,0,3126,3418,1532,1333,ATP synthase alpha subunit mitochondrial
AAEL010145,144.2,222,66.5,3.339,1.7,7.9,1.34385431185475e-28,0,0,0,227,217,64,69,sodium/potassium-dependent ATPase beta-2 subunit
AAEL002565,178.8,269.5,88,3.054,1.6,8.2,1.59834501551101e-28,0,0,0,268,271,97,79,titin
AAEL004278,46.8,84,9.5,8.854,3.1,6.3,1.69215137594739e-28,0,0,0,81,87,10,9,
AAEL017402,40.5,77,4,17.222,4.1,6.2,1.92662082567102e-28,0,0,0,92,62,2,6,
AAEL024228,593,826.5,359.5,2.298,1.2,9.9,3.17219963280108e-28,0,0,0,813,840,387,332,
AAEL001928,297.2,449.5,145,3.105,1.6,8.9,3.66136189537195e-28,0,0,0,402,497,149,141,Actin-1 [Source:UniProtKB/Swiss-Prot;Acc:P49128]
AAEL006102,138.8,214,63.5,3.38,1.8,7.8,4.04758626114899e-28,0,0,0,220,208,62,65,gelsolin precursor
AAEL013515,130,207,53,3.908,2,7.8,5.80403485136817e-28,0,0,0,224,190,45,61,pupal cuticle protein, putative
AAEL001577,286,409,163,2.51,1.3,8.9,1.12498805672676e-27,0,0,0,403,415,172,154,
AAEL003899,37.5,69,6,11.179,3.5,6.1,2.77490581730758e-27,0,0,0,65,73,6,6,sugar transporter
AAEL001490,68,115,21,5.568,2.5,6.9,2.85166865634394e-27,0,0,0,118,112,16,26,acylphosphatase, putative
AAEL021995,28,54.5,1.5,33.842,5.1,5.7,4.27942256823108e-27,0,0,0,53,56,1,2,
AAEL008784,60,103.5,16.5,6.279,2.7,6.7,5.5607503017251e-27,0,0,0,100,107,15,18,serine-type enodpeptidase,
AAEL003298,213.5,313,114,2.743,1.5,8.4,5.68040132340987e-27,0,0,0,311,315,124,104,alkaline phosphatase
AAEL014516,1016,1418,614,2.308,1.2,10.7,1.26293440498884e-26,0,0,0,1407,1429,672,556,metalloproteinase, putative
AAEL003970,53,93.5,12.5,7.343,2.9,6.5,1.34956030123835e-26,0,0,0,85,102,15,10,amino acid transporter
AAEL008365,54,94,14,6.876,2.8,6.5,2.04240648749824e-26,0,0,0,92,96,15,13,
AAEL006372,74.2,123,25.5,4.762,2.3,7,1.46700123330625e-25,0,0,0,120,126,24,27,sulphate transporter
AAEL017293,60.2,104,16.5,6.239,2.6,6.7,1.8318111088655e-25,0,0,0,91,117,16,17,
AAEL017096,15964.8,20882,11047.5,1.89,0.9,14.6,3.01694236649626e-25,0,0,0,20249,21515,11555,10540,Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:Q1HR88]
AAEL014246,48.8,85.5,12,7.117,2.8,6.4,3.13396023788457e-25,0,0,0,91,80,12,12,glucosyl/glucuronosyl transferases
AAEL008285,30.2,56.5,4,14.453,3.9,5.8,8.25307366089466e-25,0,0,0,59,54,6,2,pupal cuticle protein, putative
AAEL000647,283.2,398.5,168,2.376,1.2,8.8,1.26915236449846e-24,0,0,0,411,386,163,173,
AAEL009244,353,486.5,219.5,2.215,1.1,9.1,1.97360706292849e-24,0,0,0,480,493,229,210,serine-type enodpeptidase,
AAEL010823,685.8,904,467.5,1.934,1,10.1,2.49175137461077e-24,0,0,0,879,929,461,474,ATP synthase delta chain
AAEL007868,391.8,531,252.5,2.105,1.1,9.3,4.23143780855102e-24,0,0,0,533,529,250,255,ubiquinol-cytochrome c reductase complex 14 kd protein
AAEL014419,68.2,112.5,24,4.646,2.2,6.9,1.21115903076289e-23,0,0,0,112,113,22,26,
AAEL011070,80,128.5,31.5,4.077,2,7.1,1.47633327150212e-23,0,0,0,126,131,30,33,C-Type Lectin (CTL) - galactose binding.
AAEL003675,392.8,533.5,252,2.115,1.1,9.3,2.10738538920522e-23,0,0,0,520,547,258,246,ubiquinol-cytochrome c reductase iron-sulfur subunit
AAEL003234,841,1106.5,575.5,1.923,0.9,10.4,2.53604885556489e-23,0,0,0,1069,1144,557,594,cytochrome c oxidase, subunit VIA, putative
AAEL013623,118.2,180,56.5,3.183,1.7,7.6,2.60263738110325e-23,0,0,0,177,183,57,56,trypsin
AAEL028066,44.2,79,9.5,8.359,3.1,6.3,3.27013214403354e-23,0,0,0,93,65,7,12,
AAEL003128,98.8,154.5,43,3.565,1.8,7.4,1.01136239882339e-22,0,0,0,165,144,41,45,
AAEL017500,22,43,1,49.761,5.6,5.3,1.05339346804655e-22,0,0,0,40,46,1,1,
AAEL020729,114.8,179,50.5,3.524,1.8,7.6,1.09288350778646e-22,0,0,0,162,196,58,43,
AAEL009078,299.2,416.5,182,2.288,1.2,8.9,1.12741038770326e-22,0,0,0,428,405,170,194,NADH-ubiquinone oxidoreductase sgdh subunit
AAEL004212,31,57,5,10.939,3.5,5.8,1.64064142631769e-22,0,0,0,54,60,5,5,
AAEL013347,43,74,12,6.285,2.7,6.2,2.34035059736917e-22,0,0,0,75,73,11,13,lethal(2)essential for life protein, l2efl
AAEL011126,27.2,51,3.5,15.419,3.9,5.6,3.85583264216945e-22,0,0,0,54,48,3,4,alcohol dehydrogenase
AAEL004616,175.5,254.5,96.5,2.644,1.4,8.2,4.03790159662141e-22,0,0,0,250,259,106,87,actin
AAEL008428,65.8,107.5,24,4.48,2.2,6.8,4.09644129094492e-22,0,0,0,110,105,23,25,
AAEL004631,1005.2,1429,581.5,2.455,1.3,10.6,5.87321123272495e-22,0,0,0,1401,1457,659,504,actin
AAEL006704,600.2,811.5,389,2.087,1.1,9.9,7.12566360017971e-22,0,0,0,807,816,357,421,fibrinogen and fibronectin
AAEL004798,2287.2,2896,1678.5,1.725,0.8,11.8,8.36016744665608e-22,0,0,0,2876,2916,1745,1612,Mucin-like peritrophin [Source:UniProtKB/TrEMBL;Acc:Q9GPU9]
AAEL027439,19.2,38.5,0,74.765,6.2,5.2,2.83240552235358e-21,0,0,0,40,37,0,0,
AAEL009844,102.2,157,47.5,3.299,1.7,7.4,4.54945822348113e-21,0,0,0,169,145,48,47,
AAEL001047,112.8,171.5,54,3.175,1.7,7.5,6.20324613628934e-21,0,0,0,157,186,57,51,adenylate cyclase
AAEL003467,31.2,56.5,6,9.035,3.2,5.8,1.22326959665264e-20,0,0,0,61,52,5,7,
AAEL013612,39,67,11,6.129,2.6,6.1,2.15410424662181e-20,0,0,0,69,65,11,11,
AAEL013656,97.8,149.5,46,3.232,1.7,7.3,2.47124975563604e-20,0,0,0,143,156,46,46,bm-40 precursor
AAEL010602,117.8,175,60.5,2.892,1.5,7.6,3.85863808316473e-20,0,0,0,173,177,65,56,starch branching enzyme ii
AAEL008701,20,39,1,34.138,5.1,5.2,3.9174756269617e-20,0,0,0,42,36,1,1,myoinositol oxygenase
AAEL006572,357,483.5,230.5,2.096,1.1,9.2,5.50807388581308e-20,0,0,0,464,503,219,242,troponin C
AAEL013628,47.2,79,15.5,5.139,2.4,6.3,6.51270029456559e-20,0,0,0,76,82,14,17,trypsin-eta, putative
AAEL006609,77.2,121,33.5,3.598,1.8,7,6.69732072471214e-20,0,0,0,125,117,35,32,zinc finger protein
AAEL002825,204,286.5,121.5,2.359,1.2,8.4,7.93155221035332e-20,0,0,0,273,300,124,119,NADH:ubiquinone dehydrogenase, putative
AAEL008697,468.5,627.5,309.5,2.03,1,9.5,8.2921814991883e-20,0,0,0,598,657,295,324,cytochrome c oxidase, subunit VB, putative
AAEL027052,66.8,107,26.5,4.045,2,6.8,1.13968105291322e-19,0,0,0,117,97,27,26,
AAEL010366,26,48,4,11.012,3.5,5.6,1.5182440793646e-19,0,0,0,52,44,3,5,glucosyl/glucuronosyl transferases
AAEL005179,85.2,132,38.5,3.394,1.8,7.2,1.76920280737609e-19,0,0,0,123,141,42,35,
AAEL003748,33.8,59,8.5,7.091,2.8,5.9,2.44644275292657e-19,0,0,0,61,57,6,11,cytochrome P450
AAEL005269,486.2,679.5,293,2.315,1.2,9.6,2.61529357825072e-19,0,0,0,661,698,332,254,ubiquinol-cytochrome c reductase complex core protein
AAEL007703,199.8,278,121.5,2.29,1.2,8.3,2.87324377003156e-19,0,0,0,275,281,124,119,
AAEL009074,376.5,498,255,1.951,1,9.2,2.93918527758197e-19,0,0,0,498,498,262,248,Inhibitor of Apoptosis (IAP)  containing Baculoviral IAP Repeat(s) (BIR domains).
AAEL002833,131.2,190.5,72,2.644,1.4,7.8,4.38135535874032e-19,0,0,0,187,194,72,72,cathepsin l
AAEL012740,2663.2,3521,1805.5,1.95,1,12,4.46068696902104e-19,0,0,0,3531,3511,1651,1960,ATPase subunit, putative
AAEL001209,55.5,90.5,20.5,4.381,2.1,6.6,8.42633361920022e-19,0,0,0,89,92,20,21,sodium-dependent phosphate transporter
AAEL027912,31.8,56,7.5,7.47,2.9,5.8,8.45589375314247e-19,0,0,0,60,52,7,8,
AAEL000533,152,218,86,2.54,1.3,8,8.58876679572802e-19,0,0,0,209,227,92,80,C-Type Lectin (CTL16)
AAEL006446,87.2,133,41.5,3.191,1.7,7.2,8.90599706607586e-19,0,0,0,132,134,43,40,trehalose-6-phosphate synthase
AAEL002347,16.2,32.5,0,83.422,6.4,5,9.41630483727224e-19,0,0,0,36,29,0,0,serine-type enodpeptidase,
AAEL004500,3999.8,5327,2672.5,1.993,1,12.6,9.59830033897055e-19,0,0,0,5177,5477,2908,2437,eukaryotic translation elongation factor
AAEL013613,85.5,130.5,40.5,3.246,1.7,7.2,9.65425737825488e-19,0,0,0,130,131,36,45,pyruvate dehydrogenase
AAEL004031,17.2,34.5,0,85.774,6.4,5,1.14000220999111e-18,0,0,0,34,35,0,0,
AAEL004409,76,118,34,3.494,1.8,7,1.63644841560738e-18,0,0,0,126,110,37,31,yellow protein, putative
AAEL007103,24.2,45,3.5,12.295,3.6,5.5,1.88687573440938e-18,0,0,0,47,43,3,4,leucine-rich immune protein (TM)
AAEL013876,138,199,77,2.58,1.4,7.8,2.99478712208424e-18,0,0,0,194,204,84,70,mitochondrial NADH:ubiquinone oxidoreductase B14.7 subunit, putative
AAEL017563,126.5,183.5,69.5,2.644,1.4,7.7,3.38277241264885e-18,0,0,0,187,180,66,73,
AAEL000311,19.2,37,1.5,23.397,4.5,5.2,5.38023551794333e-18,0,0,0,36,38,2,1,
AAEL004855,3801.2,4652,2950.5,1.577,0.7,12.5,9.48163716379077e-18,0,0,0,4600,4704,3045,2856,ADP,ATP carrier protein
AAEL001965,138.2,197.5,79,2.487,1.3,7.8,1.45374599008359e-17,0,0,0,202,193,81,77,imaginal disc growth factor
AAEL010840,210.8,293.5,128,2.284,1.2,8.4,1.47624750925394e-17,0,0,0,280,307,116,140,
AAEL014609,92.5,138.5,46.5,2.968,1.6,7.3,2.44221780530623e-17,0,0,0,131,146,51,42,cytochrome P450
AAEL008007,39,65,13,4.961,2.3,6.1,2.52669883105765e-17,0,0,0,70,60,9,17,CRAL-TRIO domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FI79]
AAEL022285,5590,6983.5,4196.5,1.664,0.7,13.1,2.70011340069753e-17,0,0,0,7178,6789,4014,4379,
AAEL002759,43.2,70.5,16,4.459,2.2,6.2,2.7525490523034e-17,0,0,0,71,70,15,17,tropomyosin invertebrate
AAEL021667,31,54,8,6.654,2.7,5.8,2.77204672012786e-17,0,0,0,54,54,9,7,
AAEL003590,125.5,182.5,68.5,2.671,1.4,7.7,2.86869379472671e-17,0,0,0,197,168,68,69,
AAEL002295,74.8,114.5,35,3.274,1.7,7,2.99263930460302e-17,0,0,0,110,119,36,34,leucine-rich transmembrane protein
AAEL007681,271.5,370,173,2.138,1.1,8.8,3.44462567379479e-17,0,0,0,353,387,187,159,NADH-ubiquinone oxidoreductase flavoprotein 1 (ndufv1)
AAEL019525,61.8,97.5,26,3.698,1.9,6.7,4.26038262325809e-17,0,0,0,94,101,27,25,
AAEL005482,25,45,5,8.958,3.2,5.5,4.60565961584052e-17,0,0,0,45,45,4,6,C-Type Lectin (CTL).
AAEL026955,432.2,593,271.5,2.187,1.1,9.4,4.74965271550032e-17,0,0,0,646,540,254,289,
AAEL013171,167.2,234.5,100,2.344,1.2,8.1,6.15673686851884e-17,0,0,0,248,221,96,104,heme peroxidase
AAEL007135,249,336.5,161.5,2.086,1.1,8.7,6.64373950592731e-17,0,0,0,322,351,155,168,peroxiredoxin 5, prdx5
AAEL000044,23.2,42.5,4,10.204,3.4,5.4,6.80997137757113e-17,0,0,0,44,41,4,4,ornithine decarboxylase
AAEL001900,19.2,36.5,2,16.174,4,5.2,8.17787652599594e-17,0,0,0,35,38,3,1,lactosylceramide 4-alpha-galactosyltransferase (alpha- 1,4-galactosyltransferase)
AAEL026904,89.5,134,45,2.952,1.6,7.2,8.73056498549658e-17,0,0,0,125,143,45,45,
AAEL019719,82.5,131,34,3.858,1.9,7.1,8.91860868019345e-17,0,0,0,155,107,28,40,
AAEL022632,29,50.5,7.5,6.791,2.8,5.7,9.92477638651273e-17,0,0,0,51,50,7,8,
AAEL024549,114,165.5,62.5,2.642,1.4,7.6,1.00439410560485e-16,0,0,0,160,171,56,69,
AAEL006902,16.2,31.5,1,36.114,5.2,4.9,1.18561100093703e-16,0,0,0,31,32,1,1,serine-type enodpeptidase,
AAEL007281,24.5,44.5,4.5,9.2,3.2,5.5,1.46984845134594e-16,0,0,0,48,41,5,4,stretchin-mlck
AAEL003873,77,117,37,3.14,1.7,7,1.70533008190332e-16,0,0,0,114,120,39,35,Glycerol-3-phosphate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q17E82]
AAEL026161,17.5,33.5,1.5,20.663,4.4,5,2.49549401653414e-16,0,0,0,27,40,0,3,
AAEL006805,25.8,46,5.5,7.835,3,5.6,2.66959468687429e-16,0,0,0,46,46,5,6,cytochrome P450
AAEL007778,190.2,261,119.5,2.183,1.1,8.3,2.68693967845289e-16,0,0,0,258,264,111,128,leucine-rich transmembrane protein
AAEL019718,115.8,179,52.5,3.41,1.8,7.6,3.12221931087588e-16,0,0,0,204,154,39,66,
AAEL000032,2852.8,3482,2223.5,1.566,0.6,12.1,4.15925986315206e-16,0,0,0,3449,3515,2304,2143,40S ribosomal protein S6 [Source:UniProtKB/Swiss-Prot;Acc:Q9U761]
AAEL026825,70.5,107.5,33.5,3.217,1.7,6.9,4.21557998527398e-16,0,0,0,105,110,31,36,
AAEL020512,753.2,1000,506.5,1.972,1,10.2,4.24762703596173e-16,0,0,0,945,1055,550,463,Putative 8.5 kDa secreted protein [Source:UniProtKB/TrEMBL;Acc:Q58HC2]
AAEL009467,85.5,127,44,2.875,1.5,7.2,7.09663920610463e-16,0,0,0,129,125,42,46,
AAEL017460,36.5,60,13,4.748,2.2,6,8.08694440056318e-16,0,0,0,61,59,15,11,Angiotensin-converting enzyme [Source:UniProtKB/TrEMBL;Acc:A0A1S4G6D0]
AAEL020593,15,29.5,0.5,35.196,5.1,4.9,8.6204876574313e-16,0,0,0,26,33,0,1,
AAEL002813,261.5,349,174,2.009,1,8.7,1.11741915994084e-15,0,0,0,361,337,164,184,coupling factor, putative
AAEL003589,72.5,109.5,35.5,3.087,1.6,6.9,1.13661904060855e-15,0,0,0,110,109,35,36,transcription factor, putative
AAEL003393,744.2,967.5,521,1.857,0.9,10.2,1.51152085139572e-15,0,0,0,973,962,568,474,ATP synthase beta subunit
AAEL009629,108.2,157,59.5,2.628,1.4,7.5,1.74258496174015e-15,0,0,0,148,166,67,52,endoU protein, putative
AAEL017320,34.2,57,11.5,5.02,2.3,5.9,1.99405850596552e-15,0,0,0,56,58,14,9,
AAEL002853,40.5,65.5,15.5,4.225,2.1,6.1,2.07427950438463e-15,0,0,0,68,63,12,19,Ccaat/enhancer binding protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4F2Y9]
AAEL027771,163.5,225,102,2.205,1.1,8.1,2.11945799518256e-15,0,0,0,219,231,100,104,Putative ubiquinone oxidoreductase ndufs8/23 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A0N8ERX8]
AAEL026403,88,129.5,46.5,2.795,1.5,7.2,2.15522691658688e-15,0,0,0,134,125,42,51,
AAEL009414,265.5,352,179,1.969,1,8.7,2.16378899455176e-15,0,0,0,346,358,191,167,NADH-ubiquinone oxidoreductase 39 kda subunit
AAEL000668,24,43,5,8.138,3,5.4,3.46829128464061e-15,0,0,0,45,41,3,7,
AAEL017139,17.8,33.5,2,17.897,4.2,5,3.4949868370033e-15,0,0,0,35,32,1,3,
AAEL009201,402.8,517.5,288,1.796,0.8,9.3,4.01552548016446e-15,0,0,0,518,517,274,302,
